,identifier/obPropId,LotSizeAcres,address/oneLine,address/postal1,location/latitude,location/longitude,location/distance,summary/propclass,summary/propsubtype,summary/yearbuilt,building/size/universalsize,building/rooms/bathstotal,building/rooms/beds,sale/amount/saleamt,sale/amount/salerecdate,sale/amount/saletranstype,sale/calculation/priceperbed,sale/calculation/pricepersizeunit
9057,18355500000000.0,0.4729,"155 NEW HUDSON RD, AURORA, OH 44202",44202,41.311613,-81.335822,28.22,Single Family Residence / Townhouse,RESIDENTIAL,1958,1770,2.0,3,155000,2019-03-18,Resale,51667,88
7808,1708600000000.0,0.1212,"835 INMAN ST, AKRON, OH 44306",44306,41.055628999999996,-81.500157,32.25,Single Family Residence / Townhouse,RESIDENTIAL,1927,1040,1.0,3,27000,2019-03-15,Resale,9000,26
1965,1067540000000.0,0.2638,"434 38TH ST NW, CANTON, OH 44709",44709,40.840137,-81.372413,48.38,Single Family Residence / Townhouse,HOUSE,1957,2152,3.0,3,166000,2019-03-14,Resale,55333,77
1508,18202700000000.0,0.4591,"7721 LAKEFIELD ST, LOUISVILLE, OH 44641",44641,40.88763,-81.25341,49.27,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1950,1535,2.0,4,60000,2019-03-14,Resale,15000,39
7237,18329400000000.0,2.14,"1740 SUBSTATION RD, BRUNSWICK, OH 44212",44212,41.227695000000004,-81.860701,14.71,Single Family Residence / Townhouse,HOUSE,1918,1218,2.0,3,138233,2019-03-13,Resale,46078,113
6448,1876340000000.0,0.1791,"148 SEYMOUR AVE, MOGADORE, OH 44260",44260,41.047115000000005,-81.407453,35.65,Single Family Residence / Townhouse,RESIDENTIAL,1993,1646,3.0,3,167000,2019-03-12,Resale,55667,101
7704,4409830000000.0,3.0,"412 W 130TH ST, BRUNSWICK, OH 44212",44212,41.264732,-81.78515,12.62,Single Family Residence / Townhouse,HOUSE,1933,1552,2.0,3,250000,2019-03-12,Resale,83333,161
9101,2374510000000.0,0.4,"35335 ROYALTON RD, GRAFTON, OH 44044",44044,41.313855,-82.00496,11.87,Single Family Residence / Townhouse,HOUSE,1956,1062,1.0,2,89900,2019-03-08,Resale,44950,85
3506,2637350000000.0,0.1188,"2249 6TH ST SW, AKRON, OH 44314",44314,41.042106,-81.550128,31.65,Single Family Residence / Townhouse,RESIDENTIAL,1914,1248,1.0,3,20000,2019-03-07,REO (Transfer to Lender),6667,16
6349,2612280000000.0,0.1102,"541 HIGH GROVE BLVD, AKRON, OH 44312",44312,41.043217,-81.430375,35.1,Single Family Residence / Townhouse,RESIDENTIAL,1971,960,1.0,3,48000,2019-03-06,REO (Transfer to Lender),16000,50
4109,62890539153.0,0.34,"6405 CHRISTMAN RD, CLINTON, OH 44216",44216,40.928436,-81.51513299999999,39.45,Single Family Residence / Townhouse,HOUSE,1950,1220,1.0,3,150000,2019-03-05,Resale,50000,123
3912,2396200000000.0,0.2033,"1005 NATHAN ST, AKRON, OH 44307",44307,41.066836,-81.539674,30.47,Single Family Residence / Townhouse,RESIDENTIAL,2007,1287,2.0,3,28000,2019-03-01,REO (Transfer to Lender),9333,22
8608,2592880000000.0,1.0,"1863 OLD FORGE RD, MOGADORE, OH 44260",44260,41.082807,-81.326041,36.84,Single Family Residence / Townhouse,RESIDENTIAL,1876,1730,1.0,5,160000,2019-03-01,Resale,32000,92
5536,4420260000000.0,0.25,"342 MEADOWCREEK DR, WADSWORTH, OH 44281",44281,41.018434,-81.701031,30.17,Single Family Residence / Townhouse,HOUSE,2002,2133,3.0,4,243900,2019-03-01,Resale,60975,114
3926,14024600000000.0,0.183,"201 WATSON ST, AKRON, OH 44305",44305,41.067535,-81.462288,32.75,Single Family Residence / Townhouse,RESIDENTIAL,1919,1015,2.0,2,79900,2019-02-28,Resale,39950,79
582,14133500000000.0,0.1446,"212 BELLE AVE NW # 110, MASSILLON, OH 44646",44646,40.79537,-81.462987,48.92,Single Family Residence / Townhouse,HOUSE,1955,696,1.0,2,47000,2019-02-28,REO (Transfer to Lender),23500,68
7958,18207100000000.0,0.0331,"1060 NATHAN ST, AKRON, OH 44307",44307,41.065262,-81.540084,30.55,Single Family Residence / Townhouse,RESIDENTIAL,1915,1483,1.0,4,12000,2019-02-27,Nominal - Non/Arms Length Sale,3000,8
8665,488214000000.0,0.2927,"2552 LAWNSHIRE DR, COPLEY, OH 44321",44321,41.086571,-81.60956,27.48,Single Family Residence / Townhouse,RESIDENTIAL,1970,960,1.0,3,153000,2019-02-27,Resale,51000,159
4054,2612710000000.0,0.107,"757 NOAH AVE, AKRON, OH 44320",44320,41.076857000000004,-81.554845,29.46,Single Family Residence / Townhouse,RESIDENTIAL,1921,1234,1.0,3,28900,2019-02-26,Resale,9633,23
3564,18347800000000.0,0.124,"1289 HARPSTER AVE, AKRON, OH 44314",44314,41.044462,-81.573767,30.92,Single Family Residence / Townhouse,RESIDENTIAL,1954,948,1.0,3,25000,2019-02-26,Nominal - Non/Arms Length Sale,8333,26
3438,1550810000000.0,0.1435,"560 FLORA AVE, AKRON, OH 44314",44314,41.038108,-81.546589,31.99,Single Family Residence / Townhouse,RESIDENTIAL,1920,1058,1.0,2,10000,2019-02-26,Resale,5000,9
8796,2523040000000.0,0.1756,"48 BYERS AVE, AKRON, OH 44302",44302,41.093941,-81.540874,28.86,Single Family Residence / Townhouse,RESIDENTIAL,1909,1866,2.0,4,110000,2019-02-26,Resale,27500,59
2819,14367500000000.0,0.1377,"608 HIGHLAND AVE, BARBERTON, OH 44203",44203,41.025621,-81.58375,31.85,Single Family Residence / Townhouse,RESIDENTIAL,1918,1152,1.0,2,41898,2019-02-25,Resale,20949,36
127,36254139151.0,0.2479,"305 5TH ST SW, MASSILLON, OH 44647",44647,40.792194,-81.528494,47.81,Single Family Residence / Townhouse,HOUSE,1930,1708,2.0,4,59500,2019-02-25,Resale,19833,35
9671,18357000000000.0,0.4236,"8442 BIG CREEK PKWY, STRONGSVILLE, OH 44149",44149,41.347031,-81.829327,6.56,Single Family Residence / Townhouse,RESIDENTIAL,1956,1293,2.0,3,57500,2019-02-25,Resale,19167,44
3782,2052650000000.0,0.1388,"305 W MILLER AVE, AKRON, OH 44301",44301,41.056532000000004,-81.53994,31.07,Single Family Residence / Townhouse,RESIDENTIAL,1913,1220,2.0,3,70000,2019-02-22,Resale,23333,57
5198,18204500000000.0,0.2251,"437 MAGNOLIA AVE, CUYAHOGA FALLS, OH 44221",44221,41.122696999999995,-81.47884499999999,29.27,Single Family Residence / Townhouse,RESIDENTIAL,1955,1165,1.0,3,30000,2019-02-22,Nominal - Non/Arms Length Sale,10000,26
7565,721695000000.0,0.26,"1335 SHAWNEE TRL, STREETSBORO, OH 44241",44241,41.24984,-81.34701,29.33,Single Family Residence / Townhouse,RESIDENTIAL,1997,1468,2.0,3,135000,2019-02-22,REO (Transfer to Lender),45000,92
745,14658300000000.0,0.0845,"804 ARLINGTON AVE NW, CANTON, OH 44708",44708,40.805818,-81.400161,49.72,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1906,1080,2.0,3,28000,2019-02-22,Resale,9333,26
3950,2116510000000.0,0.0514,"329 LEASE ST, AKRON, OH 44306",44306,41.069793,-81.50087099999999,31.42,Single Family Residence / Townhouse,RESIDENTIAL,1917,756,1.0,2,30750,2019-02-22,Resale,15375,41
5953,4417470000000.0,0.1364,"761 MUNROE FALLS AVE, CUYAHOGA FALLS, OH 44221",44221,41.140467,-81.471623,28.62,Single Family Residence / Townhouse,RESIDENTIAL,1890,1418,1.0,2,20500,2019-02-21,Resale,10250,14
3648,14717300000000.0,0.0961,"2637 LELAND AVE, AKRON, OH 44312",44312,41.048177,-81.43549399999999,34.67,Single Family Residence / Townhouse,RESIDENTIAL,1926,1190,2.0,3,125000,2019-02-20,Resale,41667,106
509,18251000000000.0,0.1527,"1330 WALNUT RD SE, MASSILLON, OH 44646",44646,40.787695,-81.508567,48.47,Single Family Residence / Townhouse,HOUSE,1925,1720,2.0,2,17500,2019-02-19,Resale,8750,10
1591,18256900000000.0,1.0268,"740 DENSHIRE DR NW, CANAL FULTON, OH 44614",44614,40.902433,-81.58926600000001,39.57,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1986,1800,2.0,2,500,2019-02-19,Nominal - Non/Arms Length Sale,250,0
1954,14103000000000.0,0.1584,"3909 TAFT AVE NE, CANTON, OH 44705",44705,40.840121,-81.344027,49.16,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1958,925,1.0,3,50600,2019-02-19,Resale,16867,55
3138,18280200000000.0,0.5217,"7510 WYNDGATE COURT AVE NW, CANTON, OH 44720",44720,40.890008,-81.45635899999999,43.21,Single Family Residence / Townhouse,HOUSE,2005,2866,4.0,4,425000,2019-02-19,Resale,106250,148
3979,18282100000000.0,10.425999999999998,"3042 STATE ROUTE 14, ROOTSTOWN, OH 44272",44272,41.070724,-81.10956999999999,46.28,Single Family Residence / Townhouse,RESIDENTIAL,1935,2688,1.0,4,217500,2019-02-15,Resale,54375,81
6567,263282000000.0,0.1935,"2972 PRANGE DR, CUYAHOGA FALLS, OH 44223",44223,41.152390999999994,-81.5012,26.96,Single Family Residence / Townhouse,RESIDENTIAL,1955,1275,1.0,4,103000,2019-02-15,Resale,25750,81
3844,92122339153.0,0.0964,"423 TALBOT AVE, AKRON, OH 44306",44306,41.060752,-81.491913,32.2,Single Family Residence / Townhouse,RESIDENTIAL,1913,1144,1.0,4,13500,2019-02-15,Resale,3375,12
7777,291177000000.0,0.1102,"1037 DIETZ AVE, AKRON, OH 44301",44301,41.053385999999996,-81.508768,32.12,Single Family Residence / Townhouse,RESIDENTIAL,1925,1152,1.0,3,20000,2019-02-15,Construction Loan/Financing,6667,17
5874,1304040000000.0,0.1423,"2516 MARCIA BLVD, CUYAHOGA FALLS, OH 44223",44223,41.136175,-81.512484,27.42,Single Family Residence / Townhouse,RESIDENTIAL,1948,1075,1.0,3,125000,2019-02-14,Resale,41667,116
6091,18199800000000.0,0.4591,"1945 KIMBERLY DR, KENT, OH 44240",44240,41.147855,-81.32379399999999,34.07,Single Family Residence / Townhouse,RESIDENTIAL,1960,1651,2.0,4,154900,2019-02-13,Resale,38725,94
8315,12810339035.0,0.3914,"13140 MARINER DR, NORTH ROYALTON, OH 44133",44133,41.282365000000006,-81.782101,11.5,Single Family Residence / Townhouse,RESIDENTIAL,1987,2152,3.0,4,193000,2019-02-12,Resale,48250,90
3278,18249400000000.0,0.4028,"1435 GALAXY CIR, MOGADORE, OH 44260",44260,41.028884000000005,-81.326397,39.42,Single Family Residence / Townhouse,RESIDENTIAL,1971,2444,2.0,4,159900,2019-02-12,Resale,39975,65
886,18250700000000.0,0.2296,"801 18TH ST NE, CANTON, OH 44714",44714,40.817687,-81.364704,49.92,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1916,1530,1.0,3,30000,2019-02-12,REO (Transfer to Lender),10000,20
6492,10010500000000.0,0.1056,"1104 WEXFORD CT, LAKEMORE, OH 44250",44250,41.04976,-81.44319,34.33,Single Family Residence / Townhouse,RESIDENTIAL,2000,1714,3.0,3,61500,2019-02-08,Nominal - Non/Arms Length Sale,20500,36
6229,18254600000000.0,0.2913,"3567 DURHAM DR, NORTON, OH 44203",44203,41.036398,-81.62737800000001,30.23,Single Family Residence / Townhouse,RESIDENTIAL,1968,1792,2.0,4,171500,2019-02-08,Resale,42875,96
6411,58832439153.0,0.1102,"1302 BURKHARDT AVE, AKRON, OH 44301",44301,41.045691,-81.506204,32.64,Single Family Residence / Townhouse,RESIDENTIAL,1929,1252,1.0,3,42000,2019-02-08,REO (Transfer to Lender),14000,34
3523,18330700000000.0,0.3444,"681 BAKER DR, WADSWORTH, OH 44281",44281,41.041751,-81.730108,28.24,Single Family Residence / Townhouse,HOUSE,1957,1134,1.0,2,145000,2019-02-08,Resale,72500,128
8073,14106900000000.0,0.1295,"1144 WINTON AVE, AKRON, OH 44320",44320,41.073797,-81.561152,29.47,Single Family Residence / Townhouse,RESIDENTIAL,1914,877,1.0,2,14900,2019-02-08,Resale,7450,17
3144,18254400000000.0,0.4821,"1470 DANBURY RD NW, NORTH CANTON, OH 44720",44720,40.890896999999995,-81.372417,45.41,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1976,2288,3.0,4,245000,2019-02-08,Resale,61250,107
7309,18206100000000.0,0.3903,"153 PARMELEE DR, HUDSON, OH 44236",44236,41.233812,-81.424684,26.37,Single Family Residence / Townhouse,RESIDENTIAL,1972,3014,3.0,4,389000,2019-02-07,Resale,97250,129
7933,25085000000000.0,0.2313,"1499 BRENTFIELD DR, WADSWORTH, OH 44281",44281,41.062886999999996,-81.723322,26.91,Single Family Residence / Townhouse,HOUSE,2015,2922,3.0,4,325000,2019-02-07,Resale,81250,111
6958,18267700000000.0,0.0872,"5114 BROADWAY AVE, NEWTON FALLS, OH 44444",44444,41.182328000000005,-80.98208199999999,48.59,Single Family Residence / Townhouse,RESIDENTIAL,1947,1012,1.0,2,47500,2019-02-07,Resale,23750,47
783,18253700000000.0,0.2921,"1000 MILES AVE NW, CANTON, OH 44708",44708,40.808628999999996,-81.432887,48.77,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1953,1272,1.0,2,50000,2019-02-05,Resale,25000,39
6665,18200200000000.0,0.1194,"223 S SCRANTON ST, RAVENNA, OH 44266",44266,41.157883,-81.263324,36.27,Single Family Residence / Townhouse,RESIDENTIAL,1955,1225,2.0,3,130000,2019-02-05,Resale,43333,106
6030,4126800000000.0,0.14,"2560 4TH ST, CUYAHOGA FALLS, OH 44221",44221,41.144428999999995,-81.481169,28.08,Single Family Residence / Townhouse,RESIDENTIAL,1900,1421,2.0,4,128900,2019-02-04,Resale,32225,91
9932,3695670000000.0,0.1894,"323 KENILWORTH DR, AKRON, OH 44313",44313,41.114342,-81.559679,27.15,Single Family Residence / Townhouse,RESIDENTIAL,1951,1534,1.0,4,133000,2019-02-04,Resale,33250,87
3175,5367310000000.0,0.4591,"8015 LUTZ AVE NW, MASSILLON, OH 44646",44646,40.89738,-81.517895,41.32,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1976,1755,3.0,3,152700,2019-02-01,Resale,50900,87
2140,1231120000000.0,0.7609999999999999,"4640 MAYFAIR RD, NORTH CANTON, OH 44720",44720,40.942789000000005,-81.43417,40.65,Single Family Residence / Townhouse,RESIDENTIAL,1953,868,1.0,2,96000,2019-02-01,Resale,48000,111
554,508025000000.0,0.0601,"502 3RD ST SE, MASSILLON, OH 44646",44646,40.793057,-81.516876,47.97,Single Family Residence / Townhouse,HOUSE,1917,1232,1.0,3,12500,2019-02-01,Resale,4167,10
2599,18258400000000.0,0.4591,"960 MANSION CIR, BARBERTON, OH 44203",44203,41.00633,-81.582223,33.08,Single Family Residence / Townhouse,RESIDENTIAL,1991,2148,3.0,3,237000,2019-01-31,Resale,79000,110
183,18202700000000.0,0.3601,"122 WOODLAWN AVE NW, CANTON, OH 44708",44708,40.796,-81.435969,49.48,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1949,1032,1.0,3,62500,2019-01-31,Resale,20833,61
7192,1688230000000.0,0.6043,"1973 GAYLANN DR, BRUNSWICK, OH 44212",44212,41.221602000000004,-81.829638,15.16,Single Family Residence / Townhouse,HOUSE,1956,768,1.0,2,86000,2019-01-31,Resale,43000,112
6969,1466380000000.0,0.6566,"4382 MEADOWLARK TRL, STOW, OH 44224",44224,41.182221000000006,-81.454999,27.25,Single Family Residence / Townhouse,RESIDENTIAL,1975,2274,3.0,4,257500,2019-01-31,Resale,64375,113
8587,18225400000000.0,1.97,"5015 AKINS RD, CLEVELAND, OH 44133",44133,41.306343,-81.719532,11.51,Single Family Residence / Townhouse,RESIDENTIAL,1951,1201,1.0,3,168000,2019-01-28,Resale,56000,140
3704,18336300000000.0,0.0941,"1908 18TH ST SW, AKRON, OH 44314",44314,41.051834,-81.562392,30.76,Single Family Residence / Townhouse,RESIDENTIAL,1923,986,1.0,3,20000,2019-01-28,REO (Transfer to Lender),6667,20
8406,5024140000000.0,0.568,"1001 HUNTERS CHASE, GRAFTON, OH 44044",44044,41.289144,-82.065561,15.3,Single Family Residence / Townhouse,HOUSE,2000,1991,2.0,3,252000,2019-01-28,Resale,84000,127
8704,18245200000000.0,3.52,"3687 RANFIELD RD, KENT, OH 44240",44240,41.089339,-81.320718,36.74,Single Family Residence / Townhouse,RESIDENTIAL,1953,1056,1.0,3,85800,2019-01-25,Resale,28600,81
9925,18264000000000.0,0.1102,"990 BIG FALLS AVE, AKRON, OH 44310",44310,41.114537,-81.50329599999999,28.88,Single Family Residence / Townhouse,RESIDENTIAL,1922,1092,1.0,2,17000,2019-01-25,Resale,8500,16
897,14013800000000.0,0.2686,"1824 SEDWICK AVE NW, MASSILLON, OH 44646",44646,40.818067,-81.47074599999999,47.32,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1972,1573,1.0,3,154000,2019-01-25,Resale,51333,98
1334,18342000000000.0,0.3444,"5864 LINDER CIR NE, CANTON, OH 44721",44721,40.864251,-81.323803,48.35,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1978,1755,3.0,4,175000,2019-01-24,Resale,43750,100
8835,18249300000000.0,0.2451,"3974 ROSALIND DR, ROOTSTOWN, OH 44272",44272,41.097896999999996,-81.232597,39.95,Single Family Residence / Townhouse,RESIDENTIAL,1967,1104,2.0,2,100000,2019-01-24,Resale,50000,91
3686,4131630000000.0,0.1074,"1130 HERBERICH AVE, AKRON, OH 44301",44301,41.050646,-81.508165,32.3,Single Family Residence / Townhouse,RESIDENTIAL,1929,1152,1.0,3,49900,2019-01-24,Resale,16633,43
1088,18250800000000.0,0.2293,"624 35TH ST NW, CANTON, OH 44709",44709,40.836244,-81.376237,48.51,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1955,1996,2.0,3,166500,2019-01-23,Resale,55500,83
2774,4721250000000.0,1.5,"5183 GREENWICH RD, SEVILLE, OH 44273",44273,41.021703,-81.875695,28.94,Single Family Residence / Townhouse,HOUSE,1949,1470,1.0,3,109900,2019-01-22,Resale,36633,75
5256,2047710000000.0,0.3337,"417 CARTWRIGHT DR, FAIRLAWN, OH 44333",44333,41.124348,-81.632995,24.6,Single Family Residence / Townhouse,RESIDENTIAL,1972,2236,3.0,4,217000,2019-01-22,Resale,54250,97
281,18201400000000.0,0.2247,"2209 MAYFLOWER AVE NW, MASSILLON, OH 44647",44647,40.802459000000006,-81.549584,46.77,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1961,960,1.0,3,96000,2019-01-22,Resale,32000,100
3347,14307400000000.0,0.1653,"2789 OLD HOME RD, AKRON, OH 44312",44312,41.032747,-81.426146,35.81,Single Family Residence / Townhouse,RESIDENTIAL,1998,1768,2.0,4,66000,2019-01-22,Resale,16500,37
9047,1495370000000.0,0.3512,"14251 HILLSIDE DR, NORTH ROYALTON, OH 44133",44133,41.310719,-81.745313,10.52,Single Family Residence / Townhouse,RESIDENTIAL,1977,1572,2.0,3,197500,2019-01-18,Resale,65833,126
182,15074000000000.0,0.3479,"653 SCOTT PL NW, MASSILLON, OH 44647",44647,40.795445,-81.56554200000001,46.95,Single Family Residence / Townhouse,HOUSE,1990,3091,3.0,3,235000,2019-01-18,Resale,78333,76
5058,4111680000000.0,0.3576,"4043 STONEBRIDGE BLVD, COPLEY, OH 44321",44321,41.114709999999995,-81.662087,24.55,Single Family Residence / Townhouse,RESIDENTIAL,2002,3669,4.0,4,460000,2019-01-17,Resale,115000,125
8054,5042730000000.0,0.2167,"305 SAGAMORE AVE, AKRON, OH 44305",44305,41.071593,-81.437078,33.36,Single Family Residence / Townhouse,RESIDENTIAL,1979,1144,2.0,3,113000,2019-01-17,Resale,37667,99
121,177989000000.0,0.2479,"324 6TH ST SW, MASSILLON, OH 44647",44647,40.791408000000004,-81.52936600000001,47.84,Single Family Residence / Townhouse,HOUSE,1875,1638,1.0,3,10000,2019-01-17,REO (Transfer to Lender),3333,6
648,18252000000000.0,0.1274,"315 4TH ST NE, MASSILLON, OH 44646",44646,40.800249,-81.51939399999999,47.46,Single Family Residence / Townhouse,HOUSE,1875,1131,2.0,1,104900,2019-01-16,Resale,104900,93
8419,832222000000.0,0.25,"63 SPRING ST, OBERLIN, OH 44074",44074,41.289807,-82.208727,21.32,Single Family Residence / Townhouse,HOUSE,1900,1287,2.0,3,119000,2019-01-16,Resale,39667,92
8539,18223700000000.0,0.7659999999999999,"20750 PINEVIEW CIR, STRONGSVILLE, OH 44149",44149,41.301199,-81.85548,9.63,Single Family Residence / Townhouse,RESIDENTIAL,1974,2150,2.0,3,194000,2019-01-14,Resale,64667,90
7956,3713640000000.0,0.10099999999999999,"810 FESS AVE, AKRON, OH 44307",44307,41.065217,-81.55566400000001,30.13,Single Family Residence / Townhouse,RESIDENTIAL,1923,823,1.0,3,27500,2019-01-14,Resale,9167,33
8782,18207700000000.0,0.10099999999999999,"565 PARKVIEW AVE, AKRON, OH 44310",44310,41.09452,-81.500109,30.07,Single Family Residence / Townhouse,RESIDENTIAL,1928,1156,1.0,2,52500,2019-01-11,Resale,26250,45
8746,1713340000000.0,0.1359,"152 HOLLINGER AVE, AKRON, OH 44302",44302,41.092423,-81.545119,28.83,Single Family Residence / Townhouse,RESIDENTIAL,1916,1498,1.0,3,17000,2019-01-11,Resale,5667,11
6868,2575980000000.0,0.2758,"4088 OSAGE ST, STOW, OH 44224",44224,41.170958,-81.42339399999999,29.01,Single Family Residence / Townhouse,RESIDENTIAL,1959,1014,1.0,3,117500,2019-01-11,Resale,39167,116
8366,14517300000000.0,0.23,"17316 LEXINGTON LN, STRONGSVILLE, OH 44136",44136,41.286165000000004,-81.823768,10.76,Single Family Residence / Townhouse,RESIDENTIAL,1979,2588,3.0,4,188000,2019-01-11,Resale,47000,73
2033,18253800000000.0,0.4293,"5301 AULT AVE NE, LOUISVILLE, OH 44641",44641,40.849754,-81.30430799999999,49.76,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1974,1632,4.0,3,165000,2019-01-11,Resale,55000,101
6941,15182900000000.0,0.3678,"4146 ALICIA TRL, STOW, OH 44224",44224,41.180397,-81.461809,27.06,Single Family Residence / Townhouse,RESIDENTIAL,1970,1572,3.0,3,172500,2019-01-10,Resale,57500,110
515,18252000000000.0,0.2307,"731 14TH ST SE, MASSILLON, OH 44646",44646,40.788447,-81.507768,48.44,Single Family Residence / Townhouse,HOUSE,1952,816,1.0,1,7500,2019-01-10,Resale,7500,9
5583,18263200000000.0,0.9506,"1701 WOODS RD, AKRON, OH 44306",44306,41.02033,-81.46682,35.24,Single Family Residence / Townhouse,RESIDENTIAL,2000,1786,2.0,3,127500,2019-01-09,Resale,42500,71
8432,3279930000000.0,0.47,"1423 HONEYGOLD LN, BROADVIEW HEIGHTS, OH 44147",44147,41.290853000000006,-81.694232,13.16,Single Family Residence / Townhouse,RESIDENTIAL,1998,2733,3.0,3,385500,2019-01-08,Resale,128500,141
9829,18262400000000.0,0.4408,"1277 COUNTRY CLUB DR, AKRON, OH 44313",44313,41.108277,-81.557151,27.57,Single Family Residence / Townhouse,RESIDENTIAL,1965,3099,3.0,4,280000,2019-01-08,Resale,70000,90
262,24285300000000.0,0.5,"114 YOUNG ST, DALTON, OH 44618",44618,40.801018,-81.695693,44.88,Single Family Residence / Townhouse,RESIDENTIAL,1948,1674,2.0,4,108100,2019-01-04,Resale,27025,65
8601,18315300000000.0,0.2045,"99 CLIFTON ST, NEW LONDON, OH 44851",44851,41.082977,-82.40104699999999,37.82,Single Family Residence / Townhouse,HOUSE,1953,960,2.0,2,34500,2019-01-04,Nominal - Non/Arms Length Sale,17250,36
3369,18204300000000.0,0.39,"678 FARR AVE, WADSWORTH, OH 44281",44281,41.032694,-81.710099,29.1,Single Family Residence / Townhouse,HOUSE,1992,2696,3.0,4,287500,2019-01-03,Resale,71875,107
2873,469230000000.0,0.3696,"2455 BUR OAK ST NE, CANTON, OH 44705",44705,40.852817,-81.33758900000001,48.61,Single Family Residence / Townhouse,HOUSE,1978,1776,3.0,4,176300,2019-01-03,Resale,44075,99
9748,4685510000000.0,0.2009,"524 OAKDALE CIR, ELYRIA, OH 44035",44035,41.351715000000006,-82.072577,13.06,Single Family Residence / Townhouse,HOUSE,2000,1468,2.0,3,328200,2019-01-03,New Construction,109400,224
6352,1953480000000.0,0.1157,"1422 ELDER AVE, AKRON, OH 44301",44301,41.043231,-81.51154100000001,32.63,Single Family Residence / Townhouse,RESIDENTIAL,1920,1172,1.0,3,57800,2018-12-31,Resale,19267,49
